timestamp_ms,tilt_angle,tilt_rate,position,velocity,pwm_output,Kp,Ki,Kd,Kp_pos,Ki_pos,Kd_pos
1744020737479,23401353.936,499.848,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020737580,19120669.595,499.902,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020737680,15623038.78,499.856,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020737781,12765219.775,499.833,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020737882,10430173.597,500.001,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020737983,8522270.851,499.94,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738084,6963375.373,499.94,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738185,5689644.26,499.795,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738286,4648913.224,499.902,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738387,3798560.204,500.1,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738488,3103759.89,499.871,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738589,2536057.42,499.955,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738690,2072203.157,499.917,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738790,1693200.451,499.825,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738891,1383527.665,499.955,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020738992,1130502.467,499.802,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739093,923762.432,499.802,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739194,754840.777,499.886,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739295,616819.495,499.787,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739396,504046.049,499.856,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739497,411901.938,499.925,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739597,336613.473,499.833,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739698,275097.339,500.031,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739799,224834.168,499.726,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020739900,183765.505,499.833,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740001,150209.332,499.97,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740102,122791.642,499.879,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740203,100389.352,499.917,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740304,82085.047,499.886,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740405,67129.072,499.795,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740506,54908.978,499.894,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740606,44924.23,499.833,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740707,36766.04,499.757,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740808,30100.164,499.833,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020740909,24653.653,499.795,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741010,20203.481,499.841,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741111,16567.339,499.856,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741212,13596.365,499.894,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741313,11168.905,500.001,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741414,9185.425,499.97,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741515,7564.788,499.94,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741616,6240.614,499.925,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741716,5158.675,499.894,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741817,4274.623,499.818,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020741918,3552.283,499.841,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742019,2962.088,499.97,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742120,2479.851,499.764,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742221,2085.848,499.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742322,1763.905,499.81,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742423,1500.829,499.879,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742524,1285.893,499.856,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742624,1110.283,500.131,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742725,966.784,499.78,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742826,849.541,499.795,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020742927,753.745,499.81,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743028,675.475,499.825,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743129,611.513,499.825,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743230,559.287,499.947,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743331,516.595,499.917,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743431,481.676,499.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743532,453.177,499.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743633,429.942,499.963,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743734,410.896,499.833,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743835,395.322,499.97,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020743936,382.61,499.909,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744037,372.26,499.932,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744138,363.793,499.986,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744239,356.877,499.848,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744340,351.265,499.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744440,346.55,499.879,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744541,342.853,499.81,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744642,339.768,499.894,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744743,337.233,499.749,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744844,335.172,499.856,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020744945,333.469,499.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745046,332.081,500.001,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745147,330.971,499.932,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745248,330.05,499.947,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745349,329.31,499.749,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745449,328.698,499.78,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745550,328.218,499.734,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745651,327.813,499.886,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745752,327.367,499.833,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745853,327.135,500.062,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020745954,326.895,499.886,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746055,326.718,499.963,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746155,326.548,499.902,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746256,326.417,499.963,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746357,326.337,499.993,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746458,326.241,499.963,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746559,326.169,499.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746660,326.11,499.909,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746761,326.076,499.894,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746862,326.054,499.795,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020746962,326.009,499.986,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747064,326.013,499.886,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747164,325.969,499.97,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747265,325.999,499.879,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747366,326.003,499.917,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747467,325.924,499.764,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747568,325.962,499.825,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747669,325.954,499.894,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747770,325.935,499.917,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747870,325.91,499.963,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020747972,315.494,501.428,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748072,317.338,499.818,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748173,318.891,499.711,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748274,315.241,8.528,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748375,276.743,62.489,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748476,244.854,80.612,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748577,223.116,119.94,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748677,201.262,87.711,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748778,185.624,91.115,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748879,171.21,78.543,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020748980,159.699,69.474,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749081,143.51,17.306,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749182,126.032,38.299,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749283,105.364,17.642,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749384,87.453,3.619,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749484,94.002,13.009,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749585,82.315,31.665,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749686,72.996,32.718,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749787,91.989,420.322,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749888,114.712,435.589,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020749989,129.462,23.772,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750090,114.354,63.94,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750190,100.242,35.726,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750291,122.633,439.986,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750393,141.74,422.673,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750493,169.567,484.337,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750594,169.287,12.131,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750695,152.418,4.207,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750796,182.899,494.39,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750897,207.492,496.375,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020750998,228.071,502.596,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751099,208.528,9.947,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751200,184.715,9.894,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751301,180.426,493.711,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751401,204.446,502.161,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751502,197.817,8.062,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751603,185.384,497.474,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751704,200.232,494.543,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751805,211.812,488.612,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020751905,230.467,491.436,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752006,227.729,5.222,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752107,232.159,500.375,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752208,220.443,9.26,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752309,194.4,11.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752410,171.584,501.802,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752511,184.979,494.215,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752612,200.79,485.383,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752712,207.623,8.581,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752813,194.162,501.711,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020752914,213.117,497.932,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753015,207.868,9.26,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753116,171.928,12.97,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753217,150.839,501.093,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753318,169.333,488.039,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753419,182.915,496.192,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753519,198.097,494.604,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753621,211.761,494.299,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753721,229.801,496.657,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753823,232.02,9.314,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020753923,196.037,18.23,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754024,161.042,4.405,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754125,137.324,503.322,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754226,157.379,492.978,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754327,173.089,495.757,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754428,179.471,489.115,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754529,193.452,502.787,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754630,160.282,6.367,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754731,178.599,473.566,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754832,173.086,35.482,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020754932,179.722,501.322,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755033,149.497,44.726,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755134,146.269,3.932,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755235,129.453,11.886,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755336,106.806,5.077,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755437,88.386,6.749,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755538,101.297,493.665,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755638,125.792,454.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755739,147.536,489.367,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755840,144.648,12.169,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020755941,164.671,483.78,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756042,185.945,493.886,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756143,187.089,8.009,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756244,182.211,496.65,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756345,200.328,495.482,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756446,198.843,7.619,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756547,175.05,502.314,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756648,188.012,501.864,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756749,165.762,503.78,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756850,181.873,502.329,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020756950,184.103,4.276,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757051,150.878,7.627,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757152,124.436,13.283,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757253,126.042,498.856,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757354,147.78,490.413,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757455,165.161,489.245,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757556,179.407,493.657,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757657,191.199,497.566,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757758,201.17,501.604,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757858,209.539,500.36,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020757959,216.227,499.551,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758060,221.641,499.344,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758161,225.962,497.352,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758262,229.453,499.711,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758363,232.342,498.39,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758464,234.688,499.467,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758565,236.659,500.001,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758666,238.264,499.26,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758767,240.845,498.909,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758867,244.39,501.413,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020758968,246.206,501.642,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759069,246.077,499.627,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759170,245.998,500.192,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759271,245.939,498.283,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759372,247.227,498.077,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759473,250.947,501.436,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759574,251.4,500.329,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759675,251.656,497.405,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759776,253.306,499.642,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759877,257.233,501.734,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020759978,255.144,499.902,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020760078,254.747,499.512,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020760179,255.841,499.474,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020760280,258.059,499.26,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020760381,259.971,500.154,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020760482,259.858,499.062,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020760583,264.236,501.688,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020760684,264.779,500.283,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
1744020760785,261.052,497.405,0.0,0.0,0,25.0,0.0,0.0,1.0,0.0,0.0
