timestamp,roll,pitch,target_angle,output,motor_speed
2025-04-10T19:43:08.274206,0.780931761338056,0.028456751065202342,0,-3464.63467894001,-0.3858713726485447
2025-04-10T19:43:08.374775,0.4814159871559196,0.049070529892252794,0,-2136.7700554939074,-0.08275242244494636
2025-04-10T19:43:08.475779,0.6220387929805522,0.03566880209950534,0,-2478.9559352809874,-0.3032288514895893
2025-04-10T19:43:08.576374,0.4790456249774846,0.0560964286142014,0,-1639.044331971007,-0.13791616963408834
2025-04-10T19:43:08.677466,-0.018505584797647856,0.1406635395528143,0,699.4811178165456,-0.35824955317785184
2025-04-10T19:43:08.777956,-0.043222913423119014,0.12687280949205512,0,968.640508654308,-0.24738059082654615
2025-04-10T19:43:08.878890,0.24149685731459591,0.3412935173352724,0,-439.96376513624625,-0.11031968672351262
2025-04-10T19:43:08.980950,0.800508941308947,0.2991249441170651,0,-3734.668589663269,-0.16554056061434191
2025-04-10T19:43:09.090011,-0.17577432647717517,0.1216267741403175,0,1453.594252473586,-0.1655587851128121
2025-04-10T19:43:09.190924,-0.37018051747432423,0.1899820298322752,0,1993.0510775308849,0.1378544354492945
2025-04-10T19:43:09.291368,-0.10073904545371759,0.13122123291348806,0,-432.14992505535866,0.055135110169797774
2025-04-10T19:43:09.392174,-0.06284053758905106,0.07079869483244496,0,546.958333562311,-0.11026815378103838
2025-04-10T19:43:09.493025,0.6248716382522166,0.06012137659910735,0,-2986.2720491920727,-0.02747322368375632
2025-04-10T19:43:09.593614,0.12162803349908025,0.14756115923774815,0,387.8321408128393,-0.46873781817980953
2025-04-10T19:43:09.694776,-0.8893256539852556,0.23961868073157344,0,5542.104906017358,0.0
2025-04-10T19:43:09.795552,-1.0701014979085244,0.14371905014053432,0,4808.215915298219,0.7157929692926663
2025-04-10T19:43:09.896222,-0.7706033595147832,-0.05688881926813286,0,1726.3149647766897,0.9372494400869187
2025-04-10T19:43:09.996926,-0.6584397554065262,-0.04559670736127754,0,1811.1567315497691,0.30297988198375747
2025-04-10T19:43:10.097525,-0.23685808090568283,-0.17707041501428195,0,598.1888121723496,0.46890341053837475
2025-04-10T19:43:10.198490,-0.8877240865053908,-0.08892559727889586,0,4329.378025410876,0.3032904907900197
2025-04-10T19:43:10.299547,-1.5821382389990757,-0.28568733804654367,0,7477.385780423783,0.7991005979597934
2025-04-10T19:43:10.399971,-1.0461942120914167,-0.2748304812945117,0,2307.6860086710103,0.8818732554594402
2025-04-10T19:43:10.500342,-0.4621224324490689,-0.31824298243522064,0,1411.719500788642,0.1654611012716002
2025-04-10T19:43:10.601485,0.2672746540438915,-0.2666814400324032,0,-1077.1665551068636,0.027469179747133577
2025-04-10T19:43:10.702022,0.5909556256450601,-0.31625013973441124,0,-1788.3789911298586,-0.19261862613942882
2025-04-10T19:43:10.802666,-0.13096073736319358,-0.24545944489701643,0,1801.8818807504842,-0.055274954166049904
2025-04-10T19:43:10.905472,-0.9409800119313387,-0.28827646660793793,0,4702.569666045965,0.21973790523035105
2025-04-10T19:43:11.006605,-0.6698789333985333,-0.19658825996136103,0,1733.0661152735229,0.5212481712422632
2025-04-10T19:43:11.106987,0.13979983168353183,-0.25430645260489726,0,-1592.5802427646618,0.0825955741337276
2025-04-10T19:43:11.208518,0.5360266376741607,-0.2655120216931885,0,-1856.8462453531315,-0.1651214312642525
2025-04-10T19:43:11.310182,0.8498180635790851,-0.2394936949700194,0,-4093.8592772171037,-0.3014020698737802
2025-04-10T19:43:11.411724,1.2300001186907548,-0.09164864103023217,0,-4998.327955679049,-0.6765678501066159
2025-04-10T19:43:11.519298,2.0195317552331247,-0.16745211706680388,0,-8707.217860627155,-0.8536994468026442
2025-04-10T19:43:11.632517,1.9956294416667533,-0.053859722077130606,0,-10052.524636896022,-0.9396721135766566
2025-04-10T19:43:11.744677,2.5643740757332454,-1.2513680407406367,0,-11717.793249497867,-0.5055905414610227
2025-04-10T19:43:11.852920,-1.8911012814580408,-2.6099902112286215,0,18210.779934992468,-1.2209090251024919
2025-04-10T19:43:11.956094,-4.789447420210237,-1.4877328073660154,0,21609.40113122263,2.2315268573374913
2025-04-10T19:43:12.064628,-1.1903537186844955,1.1725732177236714,0,-3156.210316101712,3.8556457142189773
2025-04-10T19:43:12.166193,1.5999859371755658,0.1661730554171437,0,-10855.202527328216,-1.5652134098446413
2025-04-10T19:43:12.266741,3.420615514274693,1.3431551851755503,0,-13195.14068305297,-2.725711064511136
2025-04-10T19:43:12.367112,2.6040009002640545,0.7166125986619694,0,-7598.804364414997,-2.561202904069672
2025-04-10T19:43:12.471224,4.0787530438346025,1.0583709276519864,0,-17535.35492343001,-1.814014200335882
2025-04-10T19:43:12.573014,3.7756270933719382,1.7664324061947634,0,-17798.301503258746,-1.542780970421523
2025-04-10T19:43:12.673405,1.1416456065845413,1.724685720651348,0,-3611.261052292364,-0.6592394800075256
2025-04-10T19:43:12.780547,-1.0723348096090914,1.4335225628540447,0,5055.912520879114,-0.08432754295338603
2025-04-10T19:43:12.881537,-1.7175455699286122,1.18770323868679,0,7855.870065973991,0.6064178590760495
2025-04-10T19:43:12.982699,-0.5855521378650184,0.9985479951136644,0,1657.7436659638904,1.1848993864504247
2025-04-10T19:43:13.083142,-1.1621543971684396,0.2690637453101803,0,5983.81682531498,1.485663892510825
