time,x,theta,x_dot,theta_dot,input,Kp,Ki,Kd,Kp_pos,Ki_pos,Kd_pos
13369,-1.28,-2.10,0.00,17.81,-52.52,25.00,0.00,0.00,1.00,0.00,0.00
13440,-1.32,-1.15,0.00,10.62,-28.64,25.00,0.00,0.00,1.00,0.00,0.00
13510,-1.35,-1.81,0.00,-9.00,-45.28,25.00,0.00,0.00,1.00,0.00,0.00
13581,-1.37,-3.35,0.00,-21.96,-83.87,25.00,0.00,0.00,1.00,0.00,0.00
13798,-1.60,-6.50,0.00,-4.04,-162.58,25.00,0.00,0.00,1.00,0.00,0.00
13871,-1.72,-5.72,0.00,11.37,-143.11,25.00,0.00,0.00,1.00,0.00,0.00
13942,-1.82,-5.84,0.00,0.24,-146.01,25.00,0.00,0.00,1.00,0.00,0.00
14369,-2.43,-5.98,0.00,2.81,-149.41,25.00,0.00,0.00,1.00,0.00,0.00
14440,-2.53,-4.41,0.00,17.22,-110.23,25.00,0.00,0.00,1.00,0.00,0.00
14512,-2.61,-4.51,0.00,0.33,-112.76,25.00,0.00,0.00,1.00,0.00,0.00
14582,-2.69,-4.91,0.00,-4.27,-122.87,25.00,0.00,0.00,1.00,0.00,0.00
14654,-2.77,-4.51,0.00,1.30,-112.64,25.00,0.00,0.00,1.00,0.00,0.00
14935,-3.04,-3.65,0.00,-6.89,-91.13,25.00,0.00,0.00,1.00,0.00,0.00
15006,-3.10,-3.55,0.00,0.76,-88.69,25.00,0.00,0.00,1.00,0.00,0.00
15076,-3.16,-3.46,0.00,-0.33,-86.45,25.00,0.00,0.00,1.00,0.00,0.00
15147,-3.22,-3.09,0.00,2.88,-77.14,25.00,0.00,0.00,1.00,0.00,0.00
15216,-3.27,-1.99,0.00,13.41,-49.63,25.00,0.00,0.00,1.00,0.00,0.00
15426,-3.35,0.05,0.00,15.21,1.28,25.00,0.00,0.00,1.00,0.00,0.00
15494,-3.36,1.20,0.00,15.91,29.95,25.00,0.00,0.00,1.00,0.00,0.00
15562,-3.34,2.51,0.00,18.55,62.80,25.00,0.00,0.00,1.00,0.00,0.00
15631,-3.31,3.06,0.00,6.37,76.38,25.00,0.00,0.00,1.00,0.00,0.00
15973,-3.13,-2.39,0.00,-35.98,-59.75,25.00,0.00,0.00,1.00,0.00,0.00
16045,-3.15,-4.74,0.00,-33.57,-118.45,25.00,0.00,0.00,1.00,0.00,0.00
16117,-3.22,-6.31,0.00,-24.89,-157.67,25.00,0.00,0.00,1.00,0.00,0.00
16190,-3.33,-6.85,0.00,-7.92,-171.35,25.00,0.00,0.00,1.00,0.00,0.00
16476,-3.79,-6.22,0.00,7.23,-155.53,25.00,0.00,0.00,1.00,0.00,0.00
16758,-4.09,-1.39,0.00,9.66,-34.63,25.00,0.00,0.00,1.00,0.00,0.00
16828,-4.12,-1.44,0.00,-0.88,-35.95,25.00,0.00,0.00,1.00,0.00,0.00
16899,-4.14,-1.56,0.00,-3.49,-39.05,25.00,0.00,0.00,1.00,0.00,0.00
16969,-4.16,-1.83,0.00,-5.14,-45.63,25.00,0.00,0.00,1.00,0.00,0.00
17040,-4.19,-1.79,0.00,-0.81,-44.72,25.00,0.00,0.00,1.00,0.00,0.00
17325,-4.37,-4.79,0.00,-6.95,-119.71,25.00,0.00,0.00,1.00,0.00,0.00
17396,-4.45,-5.10,0.00,-4.69,-127.41,25.00,0.00,0.00,1.00,0.00,0.00
17679,-4.75,-3.34,0.00,6.12,-83.46,25.00,0.00,0.00,1.00,0.00,0.00
17748,-4.80,-3.16,0.00,0.95,-78.90,25.00,0.00,0.00,1.00,0.00,0.00
17818,-4.86,-3.10,0.00,0.50,-77.61,25.00,0.00,0.00,1.00,0.00,0.00
17888,-4.91,-3.00,0.00,2.24,-74.95,25.00,0.00,0.00,1.00,0.00,0.00
17957,-4.96,-1.95,0.00,14.91,-48.76,25.00,0.00,0.00,1.00,0.00,0.00
18239,-5.08,-2.49,0.00,-4.42,-62.32,25.00,0.00,0.00,1.00,0.00,0.00
18310,-5.12,-2.47,0.00,-0.22,-61.65,25.00,0.00,0.00,1.00,0.00,0.00
18592,-5.31,-3.26,0.00,0.60,-81.57,25.00,0.00,0.00,1.00,0.00,0.00
18663,-5.37,-3.43,0.00,-3.89,-85.63,25.00,0.00,0.00,1.00,0.00,0.00
18734,-5.42,-3.47,0.00,-0.58,-86.84,25.00,0.00,0.00,1.00,0.00,0.00
18804,-5.48,-3.58,0.00,-2.23,-89.39,25.00,0.00,0.00,1.00,0.00,0.00
18875,-5.54,-3.63,0.00,-1.81,-90.71,25.00,0.00,0.00,1.00,0.00,0.00
19158,-5.79,-3.10,0.00,6.60,-77.52,25.00,0.00,0.00,1.00,0.00,0.00
19227,-5.84,-2.76,0.00,6.70,-69.08,25.00,0.00,0.00,1.00,0.00,0.00
19507,-5.92,1.50,0.00,10.34,37.42,25.00,0.00,0.00,1.00,0.00,0.00
19575,-5.90,1.81,0.00,4.51,45.33,25.00,0.00,0.00,1.00,0.00,0.00
19643,-5.88,2.38,0.00,7.70,59.56,25.00,0.00,0.00,1.00,0.00,0.00
19710,-5.84,2.60,0.00,3.31,65.02,25.00,0.00,0.00,1.00,0.00,0.00
19778,-5.80,2.54,0.00,0.46,63.57,25.00,0.00,0.00,1.00,0.00,0.00
20051,-5.61,3.30,0.00,2.33,82.55,25.00,0.00,0.00,1.00,0.00,0.00
20119,-5.56,2.39,0.00,-10.47,59.76,25.00,0.00,0.00,1.00,0.00,0.00
20189,-5.52,0.76,0.00,-21.37,18.88,25.00,0.00,0.00,1.00,0.00,0.00
20475,-5.64,-6.33,0.00,-15.64,-158.32,25.00,0.00,0.00,1.00,0.00,0.00
20548,-5.75,-6.75,0.00,-7.50,-168.68,25.00,0.00,0.00,1.00,0.00,0.00
20832,-6.18,-4.62,0.00,9.23,-115.46,25.00,0.00,0.00,1.00,0.00,0.00
20902,-6.27,-4.06,0.00,11.75,-101.54,25.00,0.00,0.00,1.00,0.00,0.00
20974,-6.34,-2.76,0.00,15.92,-69.02,25.00,0.00,0.00,1.00,0.00,0.00
21045,-6.39,-2.40,0.00,4.84,-59.93,25.00,0.00,0.00,1.00,0.00,0.00
21114,-6.43,-1.93,0.00,5.50,-48.29,25.00,0.00,0.00,1.00,0.00,0.00
21393,-6.52,-0.44,0.00,2.52,-10.98,25.00,0.00,0.00,1.00,0.00,0.00
21464,-6.52,-0.47,0.00,-1.31,-11.86,25.00,0.00,0.00,1.00,0.00,0.00
21741,-6.53,-0.26,0.00,-0.63,-6.47,25.00,0.00,0.00,1.00,0.00,0.00
21811,-6.53,-0.14,0.00,1.17,-3.38,25.00,0.00,0.00,1.00,0.00,0.00
21879,-6.53,0.23,0.00,5.10,5.84,25.00,0.00,0.00,1.00,0.00,0.00
21946,-6.53,0.21,0.00,-0.88,5.32,25.00,0.00,0.00,1.00,0.00,0.00
22013,-6.53,0.39,0.00,2.02,9.78,25.00,0.00,0.00,1.00,0.00,0.00
22283,-6.52,0.15,0.00,0.76,3.66,25.00,0.00,0.00,1.00,0.00,0.00
22349,-6.52,0.42,0.00,3.89,10.57,25.00,0.00,0.00,1.00,0.00,0.00
22417,-6.51,0.14,0.00,-5.10,3.58,25.00,0.00,0.00,1.00,0.00,0.00
22484,-6.51,0.06,0.00,-1.89,1.98,25.00,0.00,0.00,1.00,0.00,0.00
22686,-6.51,0.29,0.00,2.86,7.23,25.00,0.00,0.00,1.00,0.00,0.00
22753,-6.51,0.51,0.00,3.36,12.70,25.00,0.00,0.00,1.00,0.00,0.000
22956,-6.50,0.15,0.00,-4.50,3.82,25.00,0.00,0.00,1.00,0.00,0.00
23023,-6.50,0.35,0.00,2.81,8.65,25.00,0.00,0.00,1.00,0.00,0.00
23090,-6.50,0.43,0.00,0.93,10.69,25.00,0.00,0.00,1.00,0.00,0.00
23157,-6.50,0.14,0.00,-4.53,3.42,25.00,0.00,0.00,1.00,0.00,0.00
23362,-6.50,-0.07,0.00,-0.24,-1.75,25.00,0.00,0.00,1.00,0.00,0.00
23432,-6.50,0.01,0.00,0.89,0.28,25.00,0.00,0.00,1.00,0.00,0.00
23498,-6.50,-0.07,0.00,-1.96,-1.78,25.00,0.00,0.00,1.00,0.00,0.00
23919,-6.52,-0.55,0.00,3.13,-13.82,25.00,0.00,0.00,1.00,0.00,0.00
23989,-6.53,-0.03,0.00,7.28,-0.80,25.00,0.00,0.00,1.00,0.00,0.00
24057,-6.53,0.25,0.00,4.28,6.14,25.00,0.00,0.00,1.00,0.00,0.00
24124,-6.53,0.71,0.00,6.41,17.83,25.00,0.00,0.00,1.00,0.00,0.00
24192,-6.52,0.36,0.00,-4.88,9.08,25.00,0.00,0.00,1.00,0.00,0.00
24259,-6.52,0.51,0.00,1.53,12.80,25.00,0.00,0.00,1.00,0.00,0.00
24530,-6.49,0.27,0.00,-4.63,6.85,25.00,0.00,0.00,1.00,0.00,0.00
24598,-6.49,0.76,0.00,7.60,19.10,25.00,0.00,0.00,1.00,0.00,0.00
24666,-6.48,0.90,0.00,0.67,22.47,25.00,0.00,0.00,1.00,0.00,0.00
24942,-6.48,0.32,0.00,15.94,8.02,25.00,0.00,0.00,1.00,0.00,0.00
25010,-6.48,0.56,0.00,2.21,14.12,25.00,0.00,0.00,1.00,0.00,0.00
25077,-6.47,0.50,0.00,-2.31,12.48,25.00,0.00,0.00,1.00,0.00,0.00
25146,--6.45,0.75,0.00,2.05,18.76,25.00,0.00,0.00,1.00,0.00,0.00
25349,-6.45,0.39,0.00,-5.98,9.86,25.00,0.00,0.00,1.00,0.00,0.00
25416,-6.44,0.57,0.00,2.79,14.21,25.00,0.00,0.00,1.00,0.00,0.00
25484,-6.43,0.51,0.00,-0.82,12.83,25.00,0.00,0.00,1.00,0.00,0.00
25757,-6.38,1.74,0.00,4.09,43.45,25.00,0.00,0.00,1.00,0.00,0.00
25825,-6.35,0.91,0.00,-13.11,22.78,25.00,0.00,0.00,1.00,0.00,0.00
25894,-6.33,1.00,0.00,1.71,24.97,25.00,0.00,0.00,1.00,0.00,0.00
2596298,-6.30,0.01,0.00,-4.11,0.18,25.00,0.00,0.00,1.00,0.00,0.00
26166,-6.30,-1.43,0.00,-21.46,-35.64,25.00,0.00,0.00,1.00,0.00,0.00
26237,-6.32,-0.99,0.00,5.27,-24.77,25.00,0.00,0.00,1.00,0.00,0.00
26517,-6.37,-1.85,0.00,-38.46,-46.36,25.00,0.00,0.00,1.00,0.00,0.00
26590,-6.39,-0.11,0.00,24.80,-2.81,25.00,0.00,0.00,1.00,0.00,0.00
26659,-6.39,-0.96,0.00,-10.77,-24.04,25.00,0.00,0.00,1.00,0.00,0.00
26731,-6.40,0.02,0.00,15.57,0.41,25.00,0.00,0.00,1.00,0.00,0.00
26799,-6.41,-0.52,0.00,-9.32,-13.02,25.00,0.00,0.00,1.00,0.00,0.00
26869,-6.41,0.0.08,0.00,-2.55,-2.06,25.00,0.00,0.00,1.00,0.00,0.00
27074,-6.41,-0.00,0.00,0.42,-0.01,25.00,0.00,0.00,1.00,0.00,0.00
27143,-6.41,-0.61,0.00,-8.62,-15.29,25.00,0.00,0.00,1.00,0.00,0.00
27213,-6.41,-1.37,0.00,-11.32,-34.13,25.00,0.00,0.00,1.00,0.00,0.00
27495,-6.47,-1.83,0.00,-16.03,-45.64,25.00,0.00,0.00,1.00,0.00,0.00
27567,-6.49,-2.95,0.00,-15.08,-73.85,25.00,0.00,0.00,1.00,0.00,0.00
27852,-6.69,-5.03,0.00,0.25,-125.81,25.00,0.00,0.00,1.00,0.00,0.00
27923,-6.78,-5.19,0.00,-1.80,-129.63,25.00,0.00,0.00,1.00,0.00,0.00
27995,-6.86,-1.92,0.00,40.94,-47.91,25.00,0.00,0.00,1.00,0.00,0.00
28065,-6.91,-2.05,0.00,-6.45,-51.31,25.00,0.00,0.00,1.00,0.00,0.00
28136,-6.94,-2.35,0.00,-1.30,-58.67,25.00,0.00,0.00,1.00,0.00,0.00
28348,-7.07,-1.20,0.00,21.16,-30.00,25.00,0.00,0.00,1.00,0.00,0.00
28419,-7.10,0.49,0.00,23.72,12.32,25.00,0.00,0.00,1.00,0.00,0.00
28487,-7.10,0.66,0.00,4.30,16.62,25.00,0.00,0.00,1.00,0.00,0.00
28897,-7.10,-0.94,0.00,-2.92,-23.40,25.00,0.00,0.00,1.00,0.00,0.00
28967,-7.11,-1.21,0.00,-2.53,-30.18,25.00,0.00,0.00,1.00,0.00,0.00
29038,-7.13,-1.40,0.00,-1.82,-34.91,25.00,0.00,0.00,1.00,0.00,0.00
29109,-7.15,-1.83,0.00,-5.48,-45.79,25.00,0.00,0.00,1.00,0.00,0.00
29251,-7.21,-2.27,0.00,-0.08,-56.76,25.00,0.00,0.00,1.00,0.00,0.00
29462,-7.32,-2.17,0.00,6.41,-54.18,25.00,0.00,0.00,1.00,0.00,0.00
29532,-7.36,-2.38,0.00,-1.28,-59.43,25.00,0.00,0.00,1.00,0.00,0.00
29602,-7.39,-2.23,0.00,1.81,-55.77,25.00,0.00,0.00,1.00,0.00,0.00
30022,-7.58,-1.61,0.00,1.80,-40.16,25.00,0.00,0.00,1.00,0.00,0.00
30092,-7.61,-1.65,0.00,1.11,-41.32,25.00,0.00,0.00,1.00,0.00,0.00
30161,-7.63,-1.38,0.00,4.31,-34.57,25.00,0.00,0.00,1.00,0.00,0.00
30231,-7.65,-1.29,0.00,1.49,-32.30,25.00,0.00,0.00,1.00,0.00,0.00
30301,-7.67,-1.77,0.00,-5.65,-44.14,25.00,0.00,0.00,1.00,0.00,0.00
30371,-7.70,-1.94,0.00,-1.59,-48.50,25.00,0.00,0.00,1.00,0.00,0.00
30584,-7.80,-2.29,0.00,-1.10,-57.33,25.00,0.00,0.00,1.00,0.00,0.00
30655,-7.84,-2.28,0.00,0.59,-57.09,25.00,0.00,0.00,1.00,0.00,0.00
30725,-7.87,-1.85,0.00,5.96,-46.27,25.00,0.00,0.00,1.00,0.00,0.00
31145,-8.05,-2.34,0.00,2.06,-58.50,25.00,0.00,0.00,1.00,0.00,0.00
31215,-8.09,-2.41,0.00,-0.50,-60.20,25.00,0.00,0.00,1.00,0.00,0.00
31286,-8.12,-2.93,0.00,-4.98,-73.26,25.00,0.00,0.00,1.00,0.00,0.00
31356,-8.17,-2.31,0.00,5.79,-57.63,25.00,0.00,0.00,1.00,0.00,0.00
31426,-8.21,-2.21,0.00,-0.73,-55.28,25.00,0.00,0.00,1.00,0.00,0.00
31708,-8.36,-1.44,0.00,7.20,-36.07,25.00,0.00,0.00,1.00,0.00,0.00
31777,-8.38,-0.64,0.00,12.49,-15.88,25.00,0.00,0.00,1.00,0.00,0.00
31849,-8.39,-0.66,0.00,0.50,-16.45,25.00,0.00,0.00,1.00,0.00,0.00
31919,-8.40,-0.14,0.00,7.80,-3.50,25.00,0.00,0.00,1.00,0.00,0.00
31987,-8.40,0.49,0.00,9.63,12.33,25.00,0.00,0.00,1.00,0.00,0.00
32262,-8.38,1.56,0.00,21.12,39.00,25.00,0.00,0.00,1.00,0.00,0.00
32330,-8.36,-0.31,0.00,-28.92,-7.72,25.00,0.00,0.00,1.00,0.00,0.00
32401,-8.36,0.74,0.00,14.25,18.45,25.00,0.00,0.00,1.00,0.00,0.00
32680,-8.37,-0.88,0.00,-9.89,-22.08,25.00,0.00,0.00,1.00,0.00,0.00
32751,-8.38,0.31,0.00,18.58,7.78,25.00,0.00,0.00,1.00,0.00,0.00
32819,-8.38,1.07,0.00,13.19,26.70,25.00,0.00,0.00,1.00,0.00,0.00
33024,-8.34,0.66,0.00,-9.17,16.51,25.00,0.00,0.00,1.00,0.00,0.00
33092,-8.33,0.62,0.00,0.56,15.43,25.00,0.00,0.00,1.00,0.00,0.00
33160,-8.32,-0.33,0.00,-13.46,-8.32,25.00,0.00,0.00,1.00,0.00,0.00
33582,-8.36,1.94,0.00,42.73,48.39,25.00,0.00,0.00,1.00,0.00,0.00
33650,-8.34,-2.62,0.00,-66.24,-65.61,25.00,0.00,0.00,1.00,0.00,0.00
33722,-8.36,4.21,0.00,93.45,105.17,25.00,0.00,0.00,1.00,0.00,0.00
33792,-8.33,-2.31,0.00,-98.41,-57.67,25.00,0.00,0.00,1.00,0.00,0.00
33863,-8.34,1.95,0.00,61.41,48.85,25.00,0.00,0.00,1.00,0.00,0.00
33932,-8.33,-1.85,0.00,-55.19,-46.28,25.00,0.00,0.00,1.00,0.00,0.00
34144,-8.36,0.97,0.00,37.22,24.22,25.00,0.00,0.00,1.00,0.00,0.00
34212,-8.35,-2.21,0.00,-44.08,-55.37,25.00,0.00,0.00,1.00,0.00,0.00
34284,-8.38,1.22,0.00,50.03,30.52,25.00,0.00,0.00,1.00,0.00,0.00
34706,-8.43,3.92,0.00,97.33,97.99,25.00,0.00,0.00,1.00,0.00,0.00
34775,-8.40,-1.82,0.00,-85.16,-45.39,25.00,0.00,0.00,1.00,0.00,0.00
34846,-8.40,2.79,0.00,66.51,69.65,25.00,0.00,0.00,1.00,0.00,0.00
34915,-8.38,-1.32,0.00,-61.68,-32.92,25.00,0.00,0.00,1.00,0.00,0.00
34987,-8.38,1.20,0.00,36.56,30.03,25.00,0.00,0.00,1.00,0.00,0.00
35055,-8.37,-0.84,0.00,-26.43,-21.01,25.00,0.00,0.00,1.00,0.00,"0.000"
35263,-8.37,-0.20,0.00,-3.97,-4.90,25.00,0.00,0.00,1.00,0.00,0.00
35333,-8.37,0.41,0.00,8.96,10.13,25.00,0.00,0.00,1.00,0.00,0.00
35400,-8.37,0.23,0.00,-2.13,5.70,25.00,0.00,0.00,1.00,0.00,0.00
35678,-8.38,-0.25,0.00,2.94,-6.33,25.00,0.00,0.00,1.00,0.00,0.00
35746,-8.39,-0.06,0.00,3.02,-1.39,25.00,0.00,0.00,1.00,0.00,0.00
35815,-8.39,0.35,0.00,6.21,8.64,25.00,0.00,0.00,1.00,0.00,0.00
35881,-8.38,0.96,0.00,9.52,23.99,25.00,0.00,0.00,1.00,0.00,0.00
35949,-8.37,0.92,0.00,2.25,23.11,25.00,0.00,0.00,1.00,0.00,0.00
36017,-8.36,-0.01,0.00,-12.82,10.91,25.00,0.00,0.00,1.00,0.00,0.00
36221,-8.36,0.56,0.00,1.92,14.09,25.00,0.00,0.00,1.00,0.00,0.00
36289,-8.35,0.45,0.00,-1.88,11.33,25.00,0.00,0.00,1.00,0.00,0.00
36358,-8.34,0.50,0.00,0.79,12.62,25.00,0.00,0.00,1.00,0.00,0.00
36425,-8.34,0.44,0.00,-12.12,16.14,25.00,0.00,0.00,1.00,0.00,0.00
36629,-8.32,1.13,0.00,6.80,28.33,25.00,0.00,0.00,1.00,0.00,0.00
36697,-8.31,0.63,0.00,-7.96,15.81,25.00,0.00,0.00,1.00,0.00,0.00
36765,-8.30,1.31,0.00,9.77,32.76,25.00,0.00,0.00,1.00,0.00,0.00
37043,-8.27,0.75,0.00,33.03,18.75,25.00,0.00,0.00,1.00,0.00,0.00
37111,-8.27,-2.60,0.00,-45.83,-65.11,25.00,0.00,0.00,1.00,0.00,0.00
37183,-8.30,0.89,0.00,50.62,22.35,25.00,0.00,0.00,1.00,0.00,0.00
37464,-8.36,2.97,0.00,74.65,74.14,25.00,0.00,0.00,1.00,0.00,0.00
37532,-8.33,-3.29,0.00,-92.97,-82.33,25.00,0.00,0.00,1.00,0.00,0.00
37813,-8.33,-2.31,0.00,-67.94,-57.87,25.00,0.00,0.00,1.00,0.00,0.00
37884,-8.35,2.21,0.00,62.46,55.25,25.00,0.00,0.00,1.00,0.00,0.00
37953,-8.33,-2.17,0.00,-63.27,-54.16,25.00,0.00,0.00,1.00,0.00,0.00
38025,-8.35,2.87,0.00,66.93,71.64,25.00,0.00,0.00,1.00,0.00,0.00
38093,-8.32,-2.24,0.00,-75.64,-55.94,25.00,0.00,0.00,1.00,0.00,0.00
38375,-8.33,-0.34,0.00,-28.72,-8.54,25.00,0.00,0.00,1.00,0.00,0.00
38446,-8.32,1.30,0.00,20.93,32.43,25.00,0.00,0.00,1.00,0.00,0.00
38514,-8.31,-1.89,0.00,-51.35,-47.37,25.00,0.00,0.00,1.00,0.00,0.00
38726,-8.34,0.91,0.00,36.25,22.65,25.00,0.00,0.00,1.00,0.00,0.00
38795,-8.34,-0.64,0.00,-22.60,-16.11,25.00,0.00,0.00,1.00,0.00,0.00
38866,-8.34,2.00,0.00,34.78,50.10,25.00,0.00,0.00,1.00,0.00,0.00
39287,-8.32,0.76,0.00,28.85,18.99,25.00,0.00,0.00,1.00,0.00,0.00
39356,-8.32,-1.26,0.00,-32.67,-31.56,25.00,0.00,0.00,1.00,0.00,0.00
39428,-8.33,-1.56,0.00,-4.49,-38.98,25.00,0.00,0.00,1.00,0.00,0.00
39498,-8.35,-0.92,0.00,8.31,-22.97,25.00,0.00,0.00,1.00,0.00,0.00
39569,-8.37,-3.25,0.00,-32.52,-81.23,25.00,0.00,0.00,1.00,0.00,0.00
39855,-8.50,-0.08,0.00,41.97,-1.88,25.00,0.00,0.00,1.00,0.00,0.00
39924,-8.52,1.28,0.00,20.40,32.03,25.00,0.00,0.00,1.00,0.00,0.00
39993,-8.50,-0.69,0.00,-28.21,-17.18,25.00,0.00,0.00,1.00,0.00,0.00
40065,-8.51,-2.04,0.00,-18.82,-51.01,25.00,0.00,0.00,1.00,0.00,0.00
40136,-8.53,-0.79,0.00,16.85,-19.87,25.00,0.00,0.00,1.00,0.00,0.00
40424,-8.75,-7.01,0.00,-0.02,-175.28,25.00,0.00,0.00,1.00,0.00,0.00
40496,-8.88,-5.61,0.00,21.00,-140.32,25.00,0.00,0.00,1.00,0.00,0.00
40787,-9.42,-24.54,0.00,-76.97,0.00,25.00,0.00,0.00,1.00,0.00,0.00
40858,-9.47,-27.57,0.00,-46.87,0.00,25.00,0.00,0.00,1.00,0.00,0.00
40929,-9.48,-28.55,0.00,-14.23,0.00,25.00,0.00,0.00,1.00,0.00,0.00
40999,-9.48,-30.46,0.00,-28.17,0.00,25.00,0.00,0.00,1.00,0.00,0.00
41282,-9.48,-44.26,0.00,-36.55,0.00,25.00,0.00,0.00,1.00,0.00,0.00
41353,-9.48,-46.22,0.00,-29.17,0.00,25.00,0.00,0.00,1.00,0.00,0.00
41423,-9.48,-48.61,0.00,-35.25,0.00,25.00,0.00,0.00,1.00,0.00,0.00
41494,-9.48,-51.73,0.00,-45.16,0.00,25.00,0.00,0.00,1.00,0.00,0.00
41565,-9.48,-54.94,0.00,-46.60,0.00,25.00,0.00,0.00,1.00,0.00,0.00
41848,-9.48,-69.39,0.00,-60.51,0.00,25.00,0.00,0.00,1.00,0.00,0.00
41919,-9.48,-73.01,0.00,-53.07,0.00,25.00,0.00,0.00,1.00,0.00,0.00
