time,x,theta,x_dot,theta_dot,input,Kp,Ki,Kd,Kp_pos,Ki_pos,Kd_pos
288197,0.00,-8.73,0.00,0.25,-220.73,25.00,0.00,0.00,1.00,0.00,0.00
288268,0.00,-8.80,0.00,-1.30,-222.56,25.00,0.00,0.00,1.00,0.00,0.00
288339,0.00,-8.78,0.00,0.19,-221.93,25.00,0.00,0.00,1.00,0.00,0.00
288552,0.00,-8.78,0.00,0.31,-222.02,25.00,0.00,0.00,1.00,0.00,0.00
288624,0.00,-8.79,0.00,-0.25,-222.19,25.00,0.00,0.00,1.00,0.00,0.00
288696,0.00,-8.81,0.00,-0.59,-222.86,25.00,0.00,0.00,1.00,0.00,0.00
289124,0.00,-8.80,0.00,-0.31,-222.50,25.00,0.00,0.00,1.00,0.00,0.00
289196,0.00,-8.77,0.00,0.21,-221.72,25.00,0.00,0.00,1.00,0.00,0.00
289266,0.00,-8.79,0.00,-0.46,-222.14,25.00,0.00,0.00,1.00,0.00,0.00
289338,0.00,-8.82,0.00,-0.59,-222.97,25.00,0.00,0.00,1.00,0.00,0.00
289410,0.00,-8.77,0.00,0.39,-221.75,25.00,0.00,0.00,1.00,0.00,0.00
289695,0.00,-8.83,0.00,-0.47,-223.26,25.00,0.00,0.00,1.00,0.00,0.00
289767,0.00,-8.80,0.00,0.15,-222.59,25.00,0.00,0.00,1.00,0.00,0.00
289838,0.00,-8.83,0.00,-0.59,-223.22,25.00,0.00,0.00,1.00,0.00,0.00
289909,0.00,-8.83,0.00,-0.13,-223.15,25.00,0.00,0.00,1.00,0.00,0.00
290194,0.00,-8.85,0.00,-0.69,-223.79,25.00,0.00,0.00,1.00,0.00,0.00
290266,0.00,-8.84,0.00,-0.04,-223.46,25.00,0.00,0.00,1.00,0.00,0.00
290337,0.00,-8.81,0.00,0.16,-222.83,25.00,0.00,0.00,1.00,0.00,0.00
290408,0.00,-8.84,0.00,-0.49,-223.52,25.00,0.00,0.00,1.00,0.00,0.00
290480,0.00,-8.85,0.00,-0.40,-223.64,25.00,0.00,0.00,1.00,0.00,0.00
290695,0.00,-8.85,0.00,-0.33,-223.64,25.00,0.00,0.00,1.00,0.00,0.00
290766,0.00,-8.83,0.00,0.09,-223.18,25.00,0.00,0.00,1.00,0.00,0.00
290837,0.00,-8.85,0.00,-0.58,-223.72,25.00,0.00,0.00,1.00,0.00,0.00
291266,0.00,-8.89,0.00,-0.96,-224.75,25.00,0.00,0.00,1.00,0.00,0.00
291338,0.00,-8.81,0.00,0.86,-222.73,25.00,0.00,0.00,1.00,0.00,0.00
291408,0.00,-8.86,0.00,-0.95,-224.03,25.00,0.00,0.00,1.00,0.00,0.00
291480,0.00,-8.82,0.00,0.47,-222.96,25.00,0.00,0.00,1.00,0.00,0.00
291552,0.00,-8.86,0.00,-0.93,-224.09,25.00,0.00,0.00,1.00,0.00,0.00
291623,0.00,-8.82,0.00,0.37,-223.03,25.00,0.00,0.00,1.00,0.00,0.00
291694,0.00,-8.89,0.00,-1.11,-224.67,25.00,0.00,0.00,1.00,0.00,0.00
291980,0.00,-8.84,0.00,0.04,-223.46,25.00,0.00,0.00,1.00,0.00,0.00
292050,0.00,-8.83,0.00,-0.15,-223.37,25.00,0.00,0.00,1.00,0.00,0.00
292336,0.00,-8.85,0.00,-0.30,-223.72,25.00,0.00,0.00,1.00,0.00,0.00
292408,0.00,-8.81,0.00,0.38,-222.65,25.00,0.00,0.00,1.00,0.00,0.00
292478,0.00,-8.81,0.00,-0.26,-222.77,25.00,0.00,0.00,1.00,0.00,0.00
292551,0.00,-8.82,0.00,-0.29,-222.93,25.00,0.00,0.00,1.00,0.00,0.00
292623,0.00,-8.78,0.00,0.31,-222.11,25.00,0.00,0.00,1.00,0.00,0.00
292836,0.00,-8.80,0.00,-0.43,-222.45,25.00,0.00,0.00,1.00,0.00,0.00
292908,0.00,-8.82,0.00,-0.48,-222.94,25.00,0.00,0.00,1.00,0.00,0.00
292979,0.00,-8.85,0.00,-0.72,-223.87,25.00,0.00,0.00,1.00,0.00,0.00
293264,0.00,-8.83,0.00,-0.72,-223.28,25.00,0.00,0.00,1.00,0.00,0.00
293550,0.00,-8.83,0.00,-0.75,-223.30,25.00,0.00,0.00,1.00,0.00,0.00
293621,0.00,-8.80,0.00,0.25,-222.43,25.00,0.00,0.00,1.00,0.00,0.00
293692,0.00,-8.80,0.00,-0.18,-222.39,25.00,0.00,0.00,1.00,0.00,0.00
293764,0.00,-8.82,0.00,-0.52,-222.92,25.00,0.00,0.00,1.00,0.00,0.00
293835,0.00,-8.80,0.00,0.02,-222.48,25.00,0.00,0.00,1.00,0.00,0.00
294121,0.00,-8.80,0.00,-0.33,-222.45,25.00,0.00,0.00,1.00,0.00,0.00
294193,0.00,-8.82,0.00,-0.53,-222.92,25.00,0.00,0.00,1.00,0.00,0.00
294479,0.00,-8.80,0.00,-0.35,-222.38,25.00,0.00,0.00,1.00,0.00,0.00
294551,0.00,-8.79,0.00,-0.10,-222.28,25.00,0.00,0.00,1.00,0.00,0.00
294623,0.00,-8.77,0.00,0.00,-221.81,25.00,0.00,0.00,1.00,0.00,0.00
294693,0.00,-8.80,0.00,-0.50,-222.45,25.00,0.00,0.00,1.00,0.00,0.00
294978,0.00,-8.78,0.00,-0.45,-222.05,25.00,0.00,0.00,1.00,0.00,0.00
295050,0.00,-8.73,0.00,0.54,-220.81,25.00,0.00,0.00,1.00,0.00,0.00
295120,0.00,-8.77,0.00,-0.77,-221.66,25.00,0.00,0.00,1.00,0.00,0.00
295192,0.00,-8.74,0.00,0.31,-220.94,25.00,0.00,0.00,1.00,0.00,0.00
295263,0.00,-8.77,0.00,-0.72,-221.82,25.00,0.00,0.00,1.00,0.00,0.00
295549,0.00,-8.78,0.00,-0.11,-222.00,25.00,0.00,0.00,1.00,0.00,0.00
295621,0.00,-8.78,0.00,-0.11,-221.96,25.00,0.00,0.00,1.00,0.00,0.00
295907,0.00,-8.81,0.00,-0.95,-222.87,25.00,0.00,0.00,1.00,0.00,0.00
295979,0.00,-8.80,0.00,0.11,-222.40,25.00,0.00,0.00,1.00,0.00,0.00
296049,0.00,-8.81,0.00,-0.36,-222.82,25.00,0.00,0.00,1.00,0.00,0.00
296121,0.00,-8.82,0.00,-0.34,-223.07,25.00,0.00,0.00,1.00,0.00,0.00
296409,0.00,-8.80,0.00,0.62,-222.46,25.00,0.00,0.00,1.00,0.00,0.00
296479,0.00,-8.50,0.00,3.47,-215.02,25.00,0.00,0.00,1.00,0.00,0.00
296550,0.00,-8.54,0.00,-1.06,-215.94,25.00,0.00,0.00,1.00,0.00,0.00
296622,0.00,-7.42,0.00,14.99,-188.09,25.00,0.00,0.00,1.00,0.00,0.00
296693,0.00,-5.52,0.00,28.34,-140.54,25.00,0.00,0.00,1.00,0.00,0.00
296906,0.00,-3.48,0.00,-4.46,-89.54,25.00,0.00,0.00,1.00,0.00,0.00
296977,0.00,-5.30,0.00,-26.54,-134.93,25.00,0.00,0.00,1.00,0.00,0.00
297050,0.00,-8.11,0.00,-38.80,-205.16,25.00,0.00,0.00,1.00,0.00,0.00
297481,0.00,-9.17,0.00,-0.92,-231.64,25.00,0.00,0.00,1.00,0.00,0.00
297552,0.00,-9.22,0.00,-1.76,-233.03,25.00,0.00,0.00,1.00,0.00,0.00
297624,0.00,-7.73,0.00,21.24,-195.63,25.00,0.00,0.00,1.00,0.00,0.00
297696,0.00,-6.39,0.00,18.01,-162.33,25.00,0.00,0.00,1.00,0.00,0.00
297767,0.00,-4.82,0.00,22.46,-122.88,25.00,0.00,0.00,1.00,0.00,0.00
297839,0.00,-2.48,0.00,32.58,-64.43,25.00,0.00,0.00,1.00,0.00,0.00
297910,0.00,1.02,0.00,49.69,23.10,25.00,0.00,0.00,1.00,0.00,0.00
298189,0.00,26.66,0.00,70.59,0.00,25.00,0.00,0.00,1.00,0.00,0.00
298258,0.00,29.31,0.00,41.05,0.00,25.00,0.00,0.00,1.00,0.00,0.00
298327,0.00,29.71,0.00,5.46,0.00,25.00,0.00,0.00,1.00,0.00,0.00
2983998532,0.00,28.21,0.00,-5.82,0.00,25.00,0.00,0.00,1.00,0.00,0.00
298601,0.00,27.75,0.00,-6.59,0.00,25.00,0.00,0.00,1.00,0.00,0.00
298670,0.00,27.41,0.00,-4.64,0.00,25.00,0.00,0.00,1.00,0.00,0.00
298739,0.00,27.03,0.00,-5.53,0.00,25.00,0.00,0.00,1.00,0.00,0.00
298945,0.00,26.44,0.00,0.48,0.00,25.00,0.00,0.00,1.00,0.00,0.00
299013,0.00,26.58,0.00,2.15,0.00,25.00,0.00,0.00,1.00,0.00,0.00
299080,0.00,26.60,0.00,0.37,0.00,25.00,0.00,0.00,1.00,0.00,0.00
299499,0.00,4.62,0.00,-43.73,112.94,25.00,0.00,0.00,1.00,0.00,0.00
299570,0.00,4.33,0.00,-3.60,105.87,25.00,0.00,0.00,1.00,0.00,0.00
299639,0.00,5.10,0.00,10.89,124.91,25.00,0.00,0.00,1.00,0.00,0.00
299709,0.00,6.13,0.00,15.05,150.69,25.00,0.00,0.00,1.00,0.00,0.00
299779,0.00,9.71,0.00,52.21,240.24,25.00,0.00,0.00,1.00,0.00,0.00
299848,0.00,14.70,0.00,72.29,255.00,25.00,0.00,0.00,1.00,0.00,0.00
300061,0.00,1.06,0.00,-132.49,24.08,25.00,0.00,0.00,1.00,0.00,0.00
300132,0.00,-5.20,0.00,-86.57,-132.44,25.00,0.00,0.00,1.00,0.00,0.00
300206,0.00,-2.21,0.00,42.57,-57.80,25.00,0.00,0.00,1.00,0.00,0.00
300632,0.00,-6.06,0.00,-103.93,-153.91,25.00,0.00,0.00,1.00,0.00,0.00
300705,0.00,-5.53,0.00,8.06,-140.79,25.00,0.00,0.00,1.00,0.00,0.00
300776,0.00,-1.83,0.00,52.33,-48.31,25.00,0.00,0.00,1.00,0.00,0.00
300847,0.00,0.34,0.00,29.92,5.96,25.00,0.00,0.00,1.00,0.00,0.00
300914,0.00,0.16,0.00,-3.05,1.55,25.00,0.00,0.00,1.00,0.00,0.00
300982,0.00,0.66,0.00,7.34,14.03,25.00,0.00,0.00,1.00,0.00,0.00
301049,0.00,0.28,0.00,-8.21,4.59,25.00,0.00,0.00,1.00,0.00,0.00
301117,0.00,1.23,0.00,13.6.02,64.83,25.00,0.00,0.00,1.00,0.00,0.00
301322,0.00,2.40,0.00,-4.25,57.56,25.00,0.00,0.00,1.00,0.00,0.00
301390,0.00,0.75,0.00,-26.60,16.14,25.00,0.00,0.00,1.00,0.00,0.00
301460,0.00,-1.55,0.00,-35.17,-41.35,25.00,0.00,0.00,1.00,0.00,0.00
301747,0.00,-4.31,0.00,-4.79,-110.20,25.00,0.00,0.00,1.00,0.00,0.00
301818,0.00,-4.49,0.00,-2.92,-114.78,25.00,0.00,0.00,1.00,0.00,0.00
302103,0.00,-2.80,0.00,6.88,-72.60,25.00,0.00,0.00,1.00,0.00,0.00
302173,0.00,-2.04,0.00,11.00,-53.51,25.00,0.00,0.00,1.00,0.00,0.00
302243,0.00,0.37,0.00,34.56,6.68,25.00,0.00,0.00,1.00,0.00,0.00
302311,0.00,4.90,0.00,67.25,120.07,25.00,0.00,0.00,1.00,0.00,0.00
302381,0.00,10.21,0.00,76.29,252.64,25.00,0.00,0.00,1.00,0.00,0.00
302663,0.00,18.73,0.00,30.98,255.00,25.00,0.00,0.00,1.00,0.00,0.00
302735,0.00,19.55,0.00,12.59,255.00,25.00,0.00,0.00,1.00,0.00,0.00
302806,0.00,19.21,0.00,-4.70,255.00,25.00,0.00,0.00,1.00,0.00,0.00
303020,0.00,12.70,0.00,-38.76,255.00,25.00,0.00,0.00,1.00,0.00,0.00
303091,0.00,6.69,0.00,-82.68,164.80,25.00,0.00,0.00,1.00,0.00,0.00
303162,0.00,0.31,0.00,-91.53,5.22,25.00,0.00,0.00,1.00,0.00,0.00
303450,0.00,-37.82,0.00,-138.40,0.00,25.00,0.00,0.00,1.00,0.00,0.00
303731,0.00,-36.83,0.00,36.15,0.00,25.00,0.00,0.00,1.00,0.00,0.00
303801,0.00,-33.09,0.00,53.58,0.00,25.00,0.00,0.00,1.00,0.00,0.00
303870,0.00,-23.79,0.00,135.86,0.00,25.00,0.00,0.00,1.00,0.00,0.00
303941,0.00,-9.30,0.00,208.87,-235.09,25.00,0.00,0.00,1.00,0.00,0.00
304014,0.00,6.34,0.00,221.45,155.95,25.00,0.00,0.00,1.00,0.00,0.00
3,0.00,-4.35,0.00,3.79,-111.21,25.00,0.00,0.00,1.00,0.00,0.00
12,0.00,-4.28,0.00,3.34,-109.56,25.00,0.00,0.00,1.00,0.00,0.00
70,0.00,-4.19,0.00,0.92,-107.14,25.00,0.00,0.00,1.00,0.00,0.00
137,0.00,-4.16,0.00,-0.11,-106.43,25.00,0.00,0.00,1.00,0.00,0.00
205,0.00,-3.92,0.00,3.13,-100.45,25.00,0.00,0.00,1.00,0.00,0.00
273,0.00,-3.61,0.00,4.00,-92.77,25.00,0.00,0.00,1.00,0.00,0.00
339,0.00,-3.31,0.00,3.81,-85.34,25.00,0.00,0.00,1.00,0.00,0.00
406,0.00,-3.43,0.00,-2.24,-88.22,25.00,0.00,0.00,1.00,0.00,0.00
474,0.00,-3.67,0.00,-4.14,-94.27,25.00,0.00,0.00,1.00,0.00,0.00
541,0.00,-3.91,0.00,-4.03,-100.14,25.00,0.00,0.00,1.00,0.00,0.00
610,0.00,-3.91,0.00,-0.46,-100.31,25.00,0.00,0.00,1.00,0.00,0.00
678,0.00,-3.83,0.00,0.87,-98.18,25.00,0.00,0.00,1.00,0.00,0.00
745,0.00,-3.70,0.00,1.44,-94.90,25.00,0.00,0.00,1.00,0.00,0.00
812,0.00,-3.65,0.00,0.02,-93.74,25.00,0.00,0.00,1.00,0.00,0.00
878,0.00,-3.90,0.00,-4.69,-100.04,25.00,0.00,0.00,1.00,0.00,0.00
947,0.00,-3.91,0.00,-0.58,-100.31,25.00,0.00,0.00,1.00,0.00,0.00
1016,0.00,-3.58,0.00,4.63,-91.91,25.00,0.00,0.00,1.00,0.00,0.00
1084,0.00,-3.39,0.00,2.38,-87.13,25.00,0.00,0.00,1.00,0.00,0.00
1357,0.00,-3.77,0.00,1.24,-96.81,25.00,0.00,0.00,1.00,0.00,0.00
1425,0.00,-3.75,0.00,-0.12,-96.24,25.00,0.00,0.00,1.00,0.00,0.00
1494,0.00,-3.90,0.00,-2.66,-100.06,25.00,0.00,0.00,1.00,0.00,0.00
1769,0.00,-3.76,0.00,0.15,-96.53,25.00,0.00,0.00,1.00,0.00,0.00
1837,0.00,-3.80,0.00,-0.92,-97.41,25.00,0.00,0.00,1.00,0.00,0.00
1905,0.00,-3.70,0.00,1.14,-94.91,25.00,0.00,0.00,1.00,0.00,0.00
1973,0.00,-3.464,0.00,1.10,-81.09,25.00,0.00,0.00,1.00,0.00,0.00
2176,0.00,-3.04,0.00,1.22,-78.50,25.00,0.00,0.00,1.00,0.00,0.00
2243,0.00,-2.74,0.00,4.16,-71.08,25.00,0.00,0.00,1.00,0.00,0.00
2311,0.00,-2.12,0.00,8.97,-55.49,25.00,0.00,0.00,1.00,0.00,0.00
2582,0.00,-2.00,0.00,-5.73,-52.45,25.00,0.00,0.00,1.00,0.00,0.00
2651,0.00,-2.17,0.00,-2.78,-56.69,25.00,0.00,0.00,1.00,0.00,0.00
2719,0.00,-2.05,0.00,1.48,-53.80,25.00,0.00,0.00,1.00,0.00,0.00
2787,0.00,-1.769,0.00,2.28,-37.16,25.00,0.00,0.00,1.00,0.00,0.00
2990,0.00,-1.14,0.00,3.34,-31.03,25.00,0.00,0.00,1.00,0.00,0.00
3057,0.00,-0.63,0.00,7.34,-18.33,25.00,0.00,0.00,1.00,0.00,0.00
3125,0.00,-0.71,0.00,-1.64,-20.24,25.00,0.00,0.00,1.00,0.00,0.00
3193,0.00,-1.29.06,0.00,3.18,-28.88,25.00,0.00,0.00,1.00,0.00,0.00
3398,0.00,-1.10,0.00,-1.01,-29.95,25.00,0.00,0.00,1.00,0.00,0.00
3467,0.00,-1.28,0.00,-2.87,-34.48,25.00,0.00,0.00,1.00,0.00,0.00
3535,0.00,-1.12,0.00,2.21,-30.44,25.00,0.00,0.00,1.00,0.00,0.00
3603,0.00,-0-1.10,0.00,-3.33,-30.11,25.00,0.00,0.00,1.00,0.00,0.00
3808,0.00,-1.23,0.00,-2.17,-33.29,25.00,0.00,0.00,1.00,0.00,0.00
3876,0.00,-1.43,0.00,-3.27,-38.36,25.00,0.00,0.00,1.00,0.00,0.00
3946,0.00,-0.53,0.00,13.25,-15.82,25.00,0.00,0.00,1.00,0.00,0.00
4214,0.00,-2.12,0.00,-63.19,-55.39,25.00,0.00,0.00,1.00,0.00,0.00
4284,0.00,-7.74,0.00,-82.07,-196.10,25.00,0.00,0.00,1.00,0.00,0.00
4355,0.00,-9.16,0.00,-18.72,-231.40,25.00,0.00,0.00,1.00,0.00,0.00
4630,0.00,4.37,0.00,20.11,106.76,25.00,0.00,0.00,1.00,0.00,0.00
4698,0.00,3.39,0.00,-15.24,82.20,25.00,0.00,0.00,1.00,0.00,0.00
4765,0.00,0.13,0.00,-49.72,0.68,25.00,0.00,0.00,1.00,0.00,0.00
4972,0.00,-0.17,0.00,67.44,-6.80,25.00,0.00,0.00,1.00,0.00,0.00
5040,0.00,6.47,0.00,98.90,159.28,25.00,0.00,0.00,1.00,0.00,0.00
5107,0.00,11.39,0.00,73.59,255.00,25.00,0.00,0.00,1.00,0.00,0.00
5519,0.00,18.65,0.00,-2.03,255.00,25.00,0.00,0.00,1.00,0.00,0.00
5587,0.00,16.80,0.00,-27.88,255.00,25.00,0.00,0.00,1.00,0.00,0.00
5657,0.00,12.28,0.00,-66.63,255.00,25.00,0.00,0.00,1.00,0.00,0.00
5727,0.00,5.37,0.00,-100.14,131.85,25.00,0.00,0.00,1.00,0.00,0.00
5796,0.00,-2.25,0.00,-111.88,-58.80,25.00,0.00,0.00,1.00,0.00,0.00
5867,0.00,-7.60,0.00,-75.46,-192.47,25.00,0.00,0.00,1.00,0.00,0.00
6150,0.00,-6.67,0.00,35.64,-169.31,25.00,0.00,0.00,1.00,0.00,0.00
6219,0.00,-1.33,0.00,78.12,-35.85,25.00,0.00,0.00,1.00,0.00,0.00
6288,0.00,4.61,0.00,87.43,112.85,25.00,0.00,0.00,1.00,0.00,0.00
635592,0.00,10.12,0.00,-6.40,250.56,25.00,0.00,0.00,1.00,0.00,0.00
6560,0.00,9.03,0.00,-16.11,223.36,25.00,0.00,0.00,1.00,0.00,0.00
6629,0.00,8.56,0.00,-6.85,211.41,25.00,0.00,0.00,1.00,0.00,0.00
6696,0.00,8.63,0.00,1.18,213.36,25.00,0.00,0.00,1.00,0.00,0.00
6767,0.00,8.04,0.00,-9.65,198.48,25.00,0.00,0.00,1.00,0.00,0.00
6965,0.00,7.73,0.00,-4.82,190.78,25.00,0.00,0.00,1.00,0.00,0.00
7032,0.00,7.67,0.00,-0.38,189.19,25.00,0.00,0.00,1.00,0.00,0.00
7100,0.00,7.68,0.00,-1.91,189.47,25.00,0.00,0.00,1.00,0.00,0.00
7168,00.00,7.31,0.00,-3.21,180.34,25.00,0.00,0.00,1.00,0.00,0.00
7370,0.00,6.23,0.00,-17.02,153.14,25.00,0.00,0.00,1.00,0.00,0.00
7439,0.00,5.77,0.00,-6.46,141.73,25.00,0.00,0.00,1.00,0.00,0.00
7506,0.00,5.73,0.00,-0.30,140.82,25.00,0.00,0.00,1.00,0.00,0.00
7574,00.00,5.09,0.00,-4.40,124.74,25.00,0.00,0.00,1.00,0.00,0.00
7777,0.00,4.81,0.00,-4.08,117.71,25.00,0.00,0.00,1.00,0.00,0.00
7844,0.00,5.05,0.00,3.95,123.75,25.00,0.00,0.00,1.00,0.00,0.00
7911,0.00,5.69,0.00,9.63,139.76,25.00,0.00,0.00,1.00,0.00,0.00
7977,0.00,4.77,0.00,-5.66,116.79,25.00,0.00,0.00,1.00,0.00,0.00
8179,0.00,5.41,0.00,9.40,132.75,25.00,0.00,0.00,1.00,0.00,0.00
8246,0.00,6.33,0.00,12.70,155.63,25.00,0.00,0.00,1.00,0.00,0.00
8313,0.00,6.72,0.00,7.37,165.48,25.00,0.00,0.00,1.00,0.00,0.00
8380,0.00,5.82.17,0.00,16.07,151.69,25.00,0.00,0.00,1.00,0.00,0.00
8585,0.00,6.55,0.00,6.05,161.15,25.00,0.00,0.00,1.00,0.00,0.00
8651,0.00,5.98,0.00,-8.97,146.93,25.00,0.00,0.00,1.00,0.00,0.00
8719,0.00,6.07,0.00,0.67,149.26,25.00,0.00,0.00,1.00,0.00,0.00
8785,0.00,6.322,0.00,-31.50,77.93,25.00,0.00,0.00,1.00,0.00,0.00
8988,0.00,2.08,0.00,-15.37,49.46,25.00,0.00,0.00,1.00,0.00,0.00
9056,0.00,1.98,0.00,-0.78,47.09,25.00,0.00,0.00,1.00,0.00,0.00
9122,0.00,2.07,0.00,0.83,49.16,25.00,0.00,0.00,1.00,0.00,0.00
9188,0.00,2.22,0.,-18.41,16.16,25.00,0.00,0.00,1.00,0.00,0.00
9388,0.00,-0.34,0.00,-16.07,-10.99,25.00,0.00,0.00,1.00,0.00,0.00
9457,0.00,0.97,0.00,17.44,21.68,25.00,0.00,0.00,1.00,0.00,0.00
9524,0.00,3.93,0.00,44.69,95.75,25.00,0.00,0.00,1.00,0.00,0.00
9794,0.00,3.45,0.00,-1.79,83.68,25.00,0.00,0.00,1.00,0.00,0.00
9861,0.00,2.14,0.00,-21.16,51.12,25.00,0.00,0.00,1.00,0.00,0.00
9928,0.00,1.46,0.00,-9.98,34.09,25.00,0.00,0.00,1.00,0.00,0.00
9995,0.00,3.28,0.00,265.92,144.67,25.00,0.00,0.00,1.00,0.00,0.00
10198,0.00,5.27,0.00,-9.44,129.21,25.00,0.00,0.00,1.00,0.00,0.00
10266,0.00,3.65,0.00,-22.27,88.68,25.00,0.00,0.00,1.00,0.00,0.00
10336,0.00,2.11,0.00,-23.68,50.23,25.00,0.00,0.00,1.00,0.00,0.00
10404,0.00,1.05,0..00,30.34,84.06,25.00,0.00,0.00,1.00,0.00,0.00
10607,0.00,6.33,0.00,43.23,155.87,25.00,0.00,0.00,1.00,0.00,0.00
10676,0.00,8.81,0.00,36.76,217.85,25.00,0.00,0.00,1.00,0.00,0.00
10744,0.00,9.95,0.00,17.12,246.29,25.00,0.00,0.00,1.00,0.00,0.00
11021,0.00,3.98,0.00,-18.01,97.00,25.00,0.00,0.00,1.00,0.00,0.00
11089,0.00,2.11,0.00,-28.03,50.26,25.00,0.00,0.00,1.00,0.00,0.00
11158,0.00,-2.68,0.00,-70.49,-69.59,25.00,0.00,0.00,1.00,0.00,0.00
11443,0.00,1.28,0.00,77.99,29.51,25.00,0.00,0.00,1.00,0.00,0.00
11510,0.00,5.54,0.00,63.89,135.89,25.00,0.00,0.00,1.00,0.00,0.00
11787,0.00,4.15,0.00,-10.52,101.16,25.00,0.00,0.00,1.00,0.00,0.00
11856,0.00,4.92,0.00,11.57,120.62,25.00,0.00,0.00,1.00,0.00,0.00
11925,0.00,5.13,0.00,2.67,125.68,25.00,0.00,0.00,1.00,0.00,0.00
11993,0.00,3.25,0.00,-27.86,78.78,25.00,0.00,0.00,1.00,0.00,0.00
12061,0.00,0.56,0.00,-39.96,11.54,25.00,0.00,0.00,1.00,0.00,0.00
12340,0.00,-0.39,0.00,18.57,-12.29,25.00,0.00,0.00,1.00,0.00,0.00
12409,0.00,1.39,0.00,26.13,32.16,25.00,0.00,0.00,1.00,0.00,0.00
12477,0.00,2.08,0.00,10.47,49.46,25.00,0.00,0.00,1.00,0.00,0.00
12754,0.00,-3.79,0.00,-13.50,-97.29,25.00,0.00,0.00,1.00,0.00,0.00
12825,0.00,-4.27,0.00,-7.37,-109.17,25.00,0.00,0.00,1.00,0.00,0.00
12896,0.00,-3.84,0.00,6.61,-98.56,25.00,0.00,0.00,1.00,0.00,0.00
12913102,0.00,2.51,0.00,20.41,60.27,25.00,0.00,0.00,1.00,0.00,0.00
13169,0.00,1.14,0.00,-20.86,26.04,25.00,0.00,0.00,1.00,0.00,0.00
13238,0.00,-1.47,0.00,-38.37,-39.19,25.00,0.00,0.00,1.00,0.00,0.00
13518,0.00,-1.12,0.00,14.73,-30.39,25.00,0.00,0.00,1.00,0.00,0.00
13588,0.00,-1.39,0.00,-4.33,-37.26,25.00,0.00,0.00,1.00,0.00,0.00
13658,0.00,-2.74,0.00,-19.47,-71.06,25.00,0.00,0.00,1.00,0.00,0.00
13729,0.00,-3.74,0.00,-14.89,-95.88,25.00,0.00,0.00,1.00,0.00,0.00
13800,0.00,-1.59,0.00,31.12,-42.18,25.00,0.00,0.00,1.00,0.00,0.00
13870,0.00,2.2.66,0.00,18.86,164.11,25.00,0.00,0.00,1.00,0.00,0.00
14074,0.00,6.30,0.00,-5.13,155.00,25.00,0.00,0.00,1.00,0.00,0.00
14143,0.00,5.15,0.00,-16.54,126.24,25.00,0.00,0.00,1.00,0.00,0.00
14213,0.00,4.29,0.00,-12.19,104.82,25.00,0.00,0.00,1.00,0.00,0.00
14282,0.000,5.28,0.00,4.68,129.51,25.00,0.00,0.00,1.00,0.00,0.00
14485,0.00,5.36,0.00,1.70,131.48,25.00,0.00,0.00,1.00,0.00,0.00
14553,0.00,4.98,0.00,-5.71,122.03,25.00,0.00,0.00,1.00,0.00,0.00
14621,0.00,4.12,0.00,-12.33,100.61,25.00,0.00,0.00,1.00,0.00,0.00
14691,0.0.00,3.80,0.00,7.57,92.46,25.00,0.00,0.00,1.00,0.00,0.00
14894,0.00,3.57,0.00,-3.30,86.81,25.00,0.00,0.00,1.00,0.00,0.00
14961,0.00,1.67,0.00,-28.79,39.19,25.00,0.00,0.00,1.00,0.00,0.00
15030,0.00,-1.33,0.00,-44.14,-35.66,25.00,0.00,0.00,1.00,0.00,0.00
15241,0.00,2.16,0.00,45.24,51.57,25.00,0.00,0.00,1.00,0.00,0.00
15308,0.00,4.81,0.00,40.08,117.76,25.00,0.00,0.00,1.00,0.00,0.00
15377,0.00,6.61,0.00,26.51,162.73,25.00,0.00,0.00,1.00,0.00,0.00
15789,0.00,5.99,0.00,-6.04,147.22,25.00,0.00,0.00,1.00,0.00,0.00
15858,0.00,5.01,0.00,-14.22,122.68,25.00,0.00,0.00,1.00,0.00,0.00
15928,0.00,4.24,0.00,-10.95,103.62,25.00,0.00,0.00,1.00,0.00,0.00
15997,0.00,4.67,0.00,6.47,114.34,25.00,0.00,0.00,1.00,0.00,0.00
16065,0.00,5.92,0.00,17.83,145.55,25.00,0.00,0.00,1.00,0.00,0.00
16134,0.00,6.42,0.00,7.41,157.98,25.00,0.00,0.00,1.00,0.00,0.00
16408,0.00,2.82,0.00,16.84,67.93,25.00,0.00,0.00,1.00,0.00,0.00
16476,0.00,5.19,0.00,36.02,127.14,25.00,0.00,0.00,1.00,0.00,0.00
16544,0.00,7.99,0.00,41.76,197.18,25.00,0.00,0.00,1.00,0.00,0.00
16613,0.00,9.24,0.00.00,-31.65,162.84,25.00,0.00,0.00,1.00,0.00,0.00
16820,0.00,4.24,0.00,-34.72,103.42,25.00,0.00,0.00,1.00,0.00,0.00
16889,0.00,2.58,0.00,-23.91,61.96,25.00,0.00,0.00,1.00,0.00,0.00
16958,0.00,1.85,0.00,-10.31,43.75,25.00,0.00,0.00,1.00,0.00,0.00
17027,0.00,1.88,0.00,4.41,44.52,25.00,0.00,0.00,1.00,0.00,0.00
17227,0.00,2.29,0.00,5.74,54.87,25.00,0.00,0.00,1.00,0.00,0.00
17294,0.00,2.19,0.00,-1.90,52.35,25.00,0.00,0.00,1.00,0.00,0.00
