,Unnamed: 0,time,input,ticks,velocity,position,time_diff,position_diff,calculated_velocity,noisy_velocity,window_2,window_4,window_6,window_8
5234,5234,1630.931271828,-6660,-22759,-86.96110893314223,-905.5305039787797,0.01006515600010971,-0.875331564986709,-86.96651745657672,-86.93573421932534,-85.07483863517186,-85.0692020080248,-84.2704538378079,-83.95256197877403
5235,5235,1630.941318704,-6650,-22779,-79.21705251590643,-906.3262599469496,0.010046875999933036,-0.7957559681698285,-79.20431865339359,-78.997496049243,-82.9666151342842,-83.08161181543427,-83.65279139190375,-83.91334423226367
5236,5236,1630.95135709,-6640,-22801,-87.15457445693755,-907.2015915119363,0.01003838600013296,-0.875331564986709,-87.19843657885991,-87.33821712670235,-83.1678565879727,-84.12134761157226,-84.43542020134076,-83.9948045253491
5237,5237,1630.96154985,-6630,-22823,-85.91114548161435,-908.0769230769231,0.010192759999881673,-0.8753315649868227,-85.87777648026486,-85.75751882974234,-86.54786797822237,-84.75724155625325,-84.23703053636363,-84.3765605384834
5238,5238,1630.971612351,-6620,-22844,-83.03926747423809,-908.9124668435013,0.010062500999993063,-0.8355437665782119,-83.03539712232455,-83.01740568536991,-84.38746225755615,-83.7776594227644,-84.21005249356688,-84.4234307153946
5239,5239,1630.981631779,-6610,-22865,-83.31310191468299,-909.7480106100796,0.010019428000077824,-0.8355437665783256,-83.39236197633595,-83.308578922813,-83.16299230409149,-84.85543014115689,-84.225825138866,-83.96852097829559
5240,5240,1630.99184084,-6600,-22887,-85.80105625451492,-910.6233421750663,0.010209060999841313,-0.875331564986709,-85.74065381726243,-85.75085328892602,-84.52971610586954,-84.45858918171282,-84.02834498379944,-84.28996839664254
5241,5241,1631.001860945,-6590,-22907,-79.42336605219991,-911.419098143236,0.010020105000194235,-0.7957559681697148,-79.41593108598059,-79.50017434899323,-82.62551381895966,-82.89425306152553,-84.11212470042447,-83.8257473088894
5242,5242,1631.011926519,-6580,-22929,-86.95165858575989,-912.2944297082229,0.010065574000009292,-0.8753315649868227,-86.96290593919579,-86.88781866125566,-83.19399650512447,-83.86185630549697,-84.0370582895167,-83.8197578641307
5243,5243,1631.022072039,-6570,-22949,-78.43220430031326,-913.0901856763926,0.010145519999923636,-0.7957559681697148,-78.43422201875354,-78.36877891604298,-82.62829878864935,-82.62690630380447,-82.80560163723347,-83.7411682224807
5244,5244,1631.032147456,-6560,-22971,-86.88828037068464,-913.9655172413793,0.010075417000052767,-0.875331564986709,-86.87794906971342,-86.78074337313946,-82.57476114459125,-82.88437882485783,-83.43282458519506,-83.67148400328533
5245,5245,1631.042210374,-6550,-22991,-79.06823964279369,-914.7612732095491,0.01006291799990322,-0.7957559681698285,-79.07805352060721,-79.07938398414508,-82.9300636786423,-82.7791812336458,-82.72795876208373,-82.83671714758566
5246,5246,1631.052307093,-6540,-23013,-86.70806853075283,-915.6366047745358,0.010096719000102894,-0.875331564986709,-86.69465446921804,-86.75463667155002,-82.91701032784758,-82.74588573621938,-82.89525599252107,-83.30387102085818
5247,5247,1631.062521935,-6530,-23035,-85.69649214058376,-916.5119363395225,0.01021484199986844,-0.875331564986709,-85.6921296480144,-85.84800834751678,-86.30132250953343,-84.61569309408783,-83.95322832560834,-83.62129969894615
5248,5248,1631.07257928,-6520,-23055,-79.11983491858997,-917.3076923076923,0.010057344999950146,-0.7957559681697148,-79.12187243985956,-79.03993511304562,-82.44397173028122,-82.68049102906437,-82.64524773423999,-82.7824349269611
5249,5249,1631.082651051,-6510,-23077,-86.91883158151717,-918.183023872679,0.010071771000184526,-0.875331564986709,-86.90939904915153,-86.86701010090714,-82.9534726069764,-84.62739755825488,-84.06161959838401,-83.70328939595034
5250,5250,1631.092747666,-6500,-23099,-86.61958836318942,-919.0583554376658,0.010096614999838494,-0.8753315649868227,-86.69554746821827,-86.79212573150465,-86.82956791620592,-84.63676982324354,-84.06351665811154,-83.69132777973147
5251,5251,1631.102759854,-6490,-23120,-83.4656860184706,-919.893899204244,0.010012188000018796,-0.8355437665782119,-83.45266455011067,-83.50652191744032,-85.14932382447252,-84.05139821572443,-84.80137298032743,-84.33354565490613
5252,5252,1631.112835376,-6480,-23141,-82.98514833215289,-920.7294429708222,0.010075522000079218,-0.8355437665782119,-82.92808715733463,-82.97476303852977,-83.24064247798508,-85.03510519709548,-84.17139404149071,-83.85779811307992
5253,5253,1631.122877616,-6470,-23162,-83.20810612343472,-921.5649867374005,0.010042240000075253,-0.8355437665783256,-83.20292749148241,-83.35122593468066,-83.16299448660524,-84.15615915553886,-83.75526363935136,-84.39177835689686
5254,5254,1631.132983918,-6460,-23183,-82.66954795258575,-922.4005305039788,0.010106301999940115,-0.8355437665782119,-82.6755193524954,-82.75728759215592,-83.05425676341832,-83.14744962070168,-84.37482238586973,-83.8921097219726
5255,5255,1631.14311147,-6450,-23205,-86.40449774792778,-923.2758620689656,0.010127551999858042,-0.8753315649868227,-86.43071543834998,-86.54409847403062,-84.65069303309329,-83.90684375984924,-84.32100378139033,-83.97912098778684
5256,5256,1631.153159231,-6440,-23225,-79.21418210949696,-924.0716180371352,0.0100477610001235,-0.7957559681696011,-79.19734238899792,-79.23859029018672,-82.8913443821087,-82.97280057276348,-83.06208120783734,-84.00395288492948
